lg_country_code,report_date,sessions,transactions,successful_orders,gmv_eur,healthy_ns,total_availability_sessions
pk,2026-04-07,1203434,211080,196071,865534.12,624864,1110027
no,2026-04-07,64233,13557,13335,507484.42,55338,58582
sg,2025-11-17,223877,61241,58110,1132415.18,204623,205372
tw,2025-10-21,1538884,412880,442063,3566465.29,1365033,1445102
se,2026-01-23,237918,69742,59364,1963646.89,200365,220293
hu,2025-10-21,116898,37312,33546,585861.99,97876,104831
la,2025-10-21,33019,9056,9971,38927.99,28083,29828
sg,2026-05-24,307388,95999,96376,2022258.37,286187,287021
tw,2026-06-20,1401620,440311,475977,4066374.27,1269753,1315313
la,2026-04-18,38702,9971,11049,47889.49,25934,36084
mm,2025-08-23,124987,30095,35025,210078.06,99928,105279
la,2025-09-05,33584,9178,10227,40956.72,27991,30085
hu,2025-09-19,130573,41832,37805,684965.86,101879,109103
ph,2025-09-04,1280469,317912,355317,2243176.56,1095738,1170365
at,2025-12-12,117850,44985,37443,1171217,100401,106592
my,2026-05-10,1216074,253700,290380,1909069.72,1034252,1130085
se,2025-07-01,153787,38628,31942,927039.2,114308,133031
pk,2025-12-26,935235,250259,249831,1102255.17,805184,837017
no,2026-03-23,70806,15541,15041,568796.46,59709,63651
at,2026-02-02,101735,35656,31291,934599.99,84101,90737
t3,2026-02-02,1845383,536756,303704,3051678.43,1565747,1649397
mm,2026-02-02,119981,31109,34420,211285.8,104818,110176
kh,2025-10-27,144430,25022,27764,153107.61,117316,121552
mm,2025-08-26,125592,27599,30766,180093.21,104608,109033
sg,2025-12-01,224224,63177,59629,1169134.92,205271,207257
t3,2025-08-11,1820041,603884,378872,3536695.27,1597828,1691706
mm,2025-08-11,121278,30705,34005,197779.86,98977,104414
tw,2025-08-11,1411800,424331,459237,3820608.54,1273565,1301872
la,2026-03-09,36404,10041,11033,48701.77,27406,33490
cz,2026-06-18,134929,42213,41086,771953.64,108047,121462
my,2025-09-07,1010386,216447,237855,1497065.19,871965,911836
at,2025-07-18,102509,35125,30024,899767.64,82594,88017
tw,2025-12-15,1271671,414304,441759,3438194.28,1198120,1213016
no,2025-08-25,66046,14073,13253,461016.08,53836,58953
pk,2025-10-12,998014,257030,260572,1111698.59,834740,896286
se,2025-09-06,223964,63967,53128,1609908.47,170956,196341
se,2026-01-07,163674,39561,33884,1026266.3,128092,149184
t3,2026-01-07,1918897,645899,401840,3751124.13,1745274,1828711
mm,2025-10-26,127342,31531,34956,221502.53,104736,116251
cz,2026-04-17,145556,45965,45115,881037.15,120937,129728
at,2025-12-28,126782,44611,35297,1117690.54,105757,114173
kh,2025-12-28,91729,23235,25413,164466.92,80847,83673
la,2025-12-28,30673,9607,10615,45106.62,25357,28723
my,2026-06-30,1066620,236688,271962,1686122.25,937980,976401
la,2025-11-07,36587,8332,9030,37918.09,29183,33148
tw,2025-07-28,1516020,421690,448746,3781694.85,1344280,1402493
la,2025-08-24,35955,10188,11332,46025.48,28505,32746
cz,2025-08-28,122112,38432,37860,658300.02,87542,94888
bd,2026-04-27,309401,68992,73471,325980.93,246223,279377
tw,2026-03-07,1508974,481111,522321,4370728.18,1404468,1441089
mm,2025-08-13,124730,30433,33960,195793.51,103204,107123
sg,2025-08-13,216038,58440,62338,1168685.96,188095,191645
se,2025-09-20,212730,64460,53326,1624227.61,164941,187482
kh,2026-01-18,108635,27481,29756,198228.8,96654,100895
at,2026-02-26,103921,37138,31496,978273.85,88112,93595
sg,2026-02-26,223234,61179,56908,1177552.46,209255,209939
pk,2025-07-31,914601,229126,229261,962535.21,758390,794705
kh,2025-07-31,134391,27500,29837,173322.34,113327,117585
my,2025-08-27,960313,202018,225961,1345382.66,833145,866580
sg,2026-04-14,241755,72528,67949,1292697.83,223970,226233
la,2025-12-02,36589,9141,9995,44851.93,29884,33605
mm,2026-01-31,127021,33839,37457,239065.91,108491,116435
pk,2026-02-12,970473,258111,255630,1114253.15,842029,874273
bd,2025-09-08,279169,62537,69054,285327.56,220793,249257
sg,2025-10-03,246270,70640,68816,1391242.76,225064,228049
at,2025-08-01,107829,38364,32007,982347.07,86439,92901
sg,2025-08-16,260670,77058,79005,1642499.38,239321,240201
t3,2026-05-21,2006485,628865,381918,3776316.06,1872502,1925240
sg,2026-05-21,250811,75355,69057,1355846.2,228002,232405
kh,2025-12-19,97509,23630,25803,157523.65,86318,88178
kh,2025-12-05,120297,27179,28947,168020.85,105178,108782
hk,2025-11-23,385694,109000,95857,2004091.18,353053,366226
my,2025-09-22,884593,186702,207340,1200083.32,770488,803125
tw,2025-12-04,1269051,410516,437296,3446165.83,1190384,1203529
hu,2025-10-16,129248,41189,36993,646260.51,108857,115635
at,2026-06-14,136363,50765,41245,1259254.64,111374,126637
cz,2026-03-31,125438,36092,36492,658421.55,102917,109328
t3,2026-01-17,2007791,626652,377121,3902884.83,1838258,1926552
pk,2026-05-08,1163142,304297,301390,1403755.23,1032540,1066650
no,2026-06-29,86405,19057,16489,639784.73,62326,70589
at,2026-01-03,100255,35012,29031,930326.79,83392,90061
t3,2025-08-18,1791125,596771,368115,3426022.81,1595611,1683056
bd,2026-03-02,263064,54022,57990,273381.35,210144,238519
la,2026-02-24,32809,9111,9962,41002.53,27400,30331
ph,2025-09-25,1297960,318128,360323,2337296.19,1085285,1198678
bd,2026-06-25,322389,73171,78339,372645.41,256643,293576
ph,2026-05-30,1452866,383560,418407,2685542.78,1208976,1337505
kh,2026-05-30,114522,27067,29540,184685.41,100703,104487
tw,2025-10-04,1517911,479602,524549,4496664.74,1399377,1433071
bd,2026-03-17,272580,48115,62171,335178.7,201767,241880
la,2026-03-17,35323,7197,8176,34183.53,27275,32429
cz,2026-06-12,160618,47795,46381,920355.15,129939,146358
kh,2026-06-12,102524,26404,28502,168421.33,92732,95270
se,2026-05-19,152427,42745,38367,1108901.73,122573,140567
sg,2026-05-19,242112,72064,65618,1280879.06,223356,223983
mm,2026-03-18,135085,30324,37841,247883.54,111719,117873
my,2025-08-02,1087391,230422,259429,1621050.38,931048,969631
t3,2025-07-21,1781147,568661,363998,3365796.62,1535042,1623881
no,2026-05-06,70334,16586,15481,604466.42,62626,65793
tw,2026-04-10,1179662,405143,437586,3475585.51,1116385,1128200
ph,2025-11-10,1368655,297877,330203,2130531.68,1011237,1264260
cz,2025-08-06,112121,33566,32736,569280.44,79141,85796
ph,2025-08-06,1164208,299882,332193,2113977.23,961250,1037954
hu,2026-03-14,131535,30857,35312,714890.96,105346,117234
sg,2025-09-13,258777,77050,79312,1639977.3,238246,239170
bd,2026-02-07,255432,61342,66628,296700.87,215122,233976
hu,2025-10-07,114709,36925,33624,591554.34,89724,96492
ph,2025-09-12,1316475,340616,381901,2496103.67,1123323,1210031
hk,2026-04-21,307569,81304,64283,1237400.39,286152,290987
tw,2026-01-12,1224706,409943,444439,3466586.24,1153230,1168494
at,2026-01-12,101714,35095,29907,907424.48,83718,90746
kh,2026-01-12,98374,24349,26600,148267.34,89026,91571
bd,2026-03-15,272417,47190,60170,303376.69,200676,241831
my,2025-09-26,1016635,219175,245779,1494024.06,878161,921760
pk,2025-12-09,900670,250348,244374,1031330.24,792655,824322
kh,2025-09-11,139764,25856,28163,161579.54,116728,121839
mm,2025-10-31,133182,32133,35081,222099.07,88313,96215
mm,2025-08-19,125215,31126,34496,201744.19,104362,108656
tw,2025-12-23,1228604,408273,435685,3365451.8,1154564,1168099
ph,2026-03-01,1358791,377103,413910,2808485.47,1173583,1260201
at,2026-06-21,133994,48165,39405,1201662.41,2493,2811
tw,2026-02-05,1218575,420629,451614,3548741.79,1145068,1158408
bd,2025-07-27,300832,58518,58072,235518.84,207511,266351
la,2026-04-08,34757,8342,8958,36466.93,26474,32169
my,2025-10-20,1087723,217750,237378,1533646.83,909032,982888
t3,2026-01-10,2083212,656599,377683,3888804.51,1867984,2000206
no,2026-05-01,117039,29303,27466,1122542.88,103659,110810
pk,2025-11-01,989207,251381,255643,1142243.18,854415,884206
hk,2025-12-22,296773,73752,58826,1178698.02,273787,280176
hk,2026-06-22,296865,79187,62034,1276767.06,250620,255845
my,2026-06-22,905199,198304,222386,1349732.69,749418,770598
hu,2026-02-06,143331,47196,42314,835260.14,120296,129618
hu,2026-05-16,138890,42598,37741,829908.58,100699,109856
no,2026-01-11,119939,30661,29581,1074433.08,103241,112457
tw,2025-09-14,1651117,501024,547370,4728983.12,1520960,1559871
la,2025-10-08,38459,9528,10258,42046.47,28948,34776
bd,2026-05-15,336025,76957,83671,403750.57,266316,305562
no,2025-07-11,75920,17252,16413,601562.07,60010,64506
hu,2026-03-24,112597,33879,31715,563855.86,84241,89503
pk,2026-03-24,1229619,290382,277629,1243270.35,947117,1128754
tw,2025-12-25,1625297,502909,544478,4448002.65,1482166,1559919
kh,2025-11-04,142238,24747,27488,174307.72,113452,119383
hk,2026-05-26,305931,81000,64973,1281240.21,282361,287875
ph,2026-02-17,1361947,345461,378438,2447108.34,1195463,1260550
bd,2026-05-27,281921,61098,65480,376474.09,191168,253413
t3,2026-01-22,1870630,590869,351650,3465614.35,1695262,1797713
tw,2025-08-21,1398407,430147,464053,3797587.74,1275007,1295694
hu,2026-02-04,135373,39618,35101,652741.01,114419,123384
sg,2026-02-04,206078,61091,57541,1148904.36,193356,193696
my,2025-12-10,833771,208711,229495,1391048.1,760131,786805
sg,2026-02-18,274054,59086,59971,1376931.39,237066,258582
hk,2025-07-13,404304,104157,97417,1990404.4,369783,378724
hu,2025-09-02,110150,33949,30881,536990.43,84430,91478
sg,2025-09-02,215093,61550,59693,1160645.52,192577,193378
pk,2025-08-20,1071824,181988,179065,759927.52,774377,942066
no,2026-06-20,97708,25879,24392,1007958.57,82240,91555
bd,2026-04-18,307897,71976,77860,350351.65,254331,278351
at,2025-08-23,97936,33049,27479,848038.54,78833,85334
ph,2025-09-30,1250392,318334,366459,2317542.59,1071432,1149670
se,2025-09-30,157575,42837,36987,1060037.37,118926,138145
ph,2026-03-22,1301405,346810,393176,2510219.91,1123788,1187482
cz,2026-03-22,130600,37444,37854,755712.18,103245,114441
pk,2025-11-06,900254,239292,241023,1026343.69,784149,810310
sg,2026-05-11,238872,72297,67703,1297648.03,220065,221417
at,2026-05-25,133695,47704,38182,1146838.79,111694,123422
la,2026-05-10,37734,10535,11696,53022.13,29528,34642
bd,2026-02-01,263798,61263,66119,291536.04,222373,241092
my,2025-11-19,982595,202473,223494,1342218.21,866583,897233
mm,2025-08-22,133129,33109,36751,224062.35,108740,115622
no,2025-07-01,73014,16246,15367,544652.15,59642,65089
my,2026-04-19,1052236,238165,266016,1750596.46,898422,982884
ph,2026-06-07,1350146,367976,402202,2578735.5,1145407,1240253
cz,2026-06-07,119887,37620,36849,742229.85,93652,109154
tw,2026-03-23,1182660,379491,411159,3182792.05,1088783,1101544
kh,2026-06-03,135657,34166,37034,196514.6,121712,125257
cz,2025-08-26,113984,34329,33403,574410.1,80302,87717
at,2026-04-15,99444,33917,30018,919232.32,76122,80264
at,2026-06-18,98927,35256,30074,900356.73,79760,90066
hk,2026-06-18,352973,68607,42101,871202.63,196380,335002
at,2026-02-13,109052,40754,34909,1087939.4,92747,98260
ph,2025-07-18,1367574,325180,361874,2410375.73,1096082,1243539
at,2025-11-08,110905,38845,32284,1022789.41,91975,98457
bd,2025-11-08,284031,67204,72151,308475.49,230396,255627
mm,2025-10-12,128375,30229,33691,214493.11,101245,113528
no,2025-10-12,119053,33119,30844,1080943.73,100019,109676
my,2025-12-14,910728,212734,230841,1480836.19,789666,854487
se,2026-02-28,231523,69934,60905,1975564.54,191071,213454
hu,2026-04-17,134626,45617,42868,859450.55,115357,121806
hu,2025-08-10,131002,38528,33553,638482.83,86635,110427
no,2025-12-28,95447,24298,23772,888140.2,79929,88863
ph,2025-07-28,1140007,275280,303947,1920016.18,929485,1020388
hu,2025-08-24,104840,32145,27939,529173.13,71129,88421
cz,2026-02-25,129162,37697,37405,680280.3,108119,114465
la,2026-06-01,40597,10917,12097,54073.41,30873,38457
hk,2026-04-27,300571,78105,61916,1205272.97,277175,282026
t3,2026-03-07,1932765,593905,385304,3974835.59,1785377,1851748
my,2025-11-21,1026607,211201,232522,1482091.52,886693,939569
se,2026-04-28,160100,43887,40924,1188350.55,131074,147838
hu,2026-04-28,118736,38683,36518,678509.36,101397,107457
ph,2026-05-20,1383223,360584,395293,2450792.91,1209237,1273997
my,2026-05-20,1042343,212995,245038,1546478.66,929215,959038
hu,2025-10-14,115779,37159,33959,594018.16,96492,103409
se,2025-10-28,170235,46793,40228,1161856.88,127509,146229
la,2025-10-28,33588,9182,10098,40576.13,29130,30969
tw,2026-04-14,1175885,397315,428909,3310954,1111954,1124093
cz,2026-04-29,124185,37899,37609,689846.1,104307,110539
se,2025-12-02,153364,41987,36040,1047390.13,121564,138232
hk,2025-07-06,417997,106782,99899,1988659.52,384186,391576
my,2026-02-12,896996,217787,246219,1614543.97,809538,831752
my,2026-01-16,840404,202567,226668,1420867.97,764695,791395
se,2025-11-20,170434,49735,41526,1222460.8,134966,154677
no,2025-11-20,81292,19708,18671,669664.3,70923,74791
mm,2025-11-24,121563,28083,30738,188361.47,104667,109749
ph,2026-06-13,1391314,362867,396267,2591717.63,1182367,1283481
at,2026-06-13,106865,36363,30908,984382.55,86863,98711
t3,2026-03-04,1846413,560890,362320,3501571.66,1710559,1771734
ph,2026-02-23,1201876,309799,338396,2062365.6,1053413,1106681
hu,2025-12-30,119572,36531,32101,661064.82,90812,108867
tw,2025-07-09,1605414,400317,427483,3676271.76,1377819,1500882
no,2025-12-19,91802,23183,23083,888730.76,81594,85416
tw,2026-01-02,1402319,427149,456927,3726780.51,1285873,1341528
at,2025-12-05,125364,45522,38043,1191322.34,106162,112958
bd,2025-12-05,291098,70062,73984,342520.98,226898,265614
hk,2025-12-05,312460,82754,65883,1345862.21,288876,295036
t3,2025-09-22,1697917,559983,358554,3317731.44,1529561,1602577
kh,2025-08-29,145373,27284,29681,177604.75,123432,127723
sg,2026-06-14,282574,87897,86889,1858509.35,263123,263758
hu,2026-03-31,123308,37498,35486,644042.52,103533,110307
my,2026-03-31,1035521,224917,254953,1632212.44,868434,932930
hu,2026-04-26,117699,37416,34620,707684.76,92821,107336
my,2026-05-08,1123263,237925,267249,1713074,938873,1047371
la,2025-08-18,33984,9454,10407,40600.77,29092,30688
my,2025-10-05,1055812,222148,243487,1518529.56,894166,954998
sg,2026-01-28,207548,61068,58329,1129899.5,194068,194441
cz,2026-02-24,122342,36683,36385,653177.81,101955,108039
mm,2025-11-26,118633,28638,31346,192010.79,103043,108041
kh,2026-05-04,110261,25702,27850,164330.31,97646,100853
se,2026-03-16,143198,31627,32973,985736.78,107963,128175
cz,2026-03-16,127192,31943,37400,665197.23,102334,110425
se,2025-08-04,152017,39376,33102,951116.55,105912,127878
no,2025-10-30,72425,17248,16305,586242.19,61328,64861
no,2025-12-07,111120,30893,29296,1053005.4,97054,103580
at,2026-01-15,107158,38789,33045,1006380.76,89945,95914
hu,2026-05-19,114549,37310,34460,662765.72,97769,103724
no,2025-11-25,73041,16791,16226,572961.8,62525,66447
kh,2025-07-21,141182,27967,30909,171488.98,120886,124649
my,2025-07-21,940239,193472,220816,1294922.69,803054,833610
t3,2026-05-06,1948981,634465,394458,3837242.76,1824197,1876562
hk,2026-05-31,404024,111853,98231,2125642.61,374658,383858
pk,2025-12-06,1004278,276727,270042,1206332.66,882648,917229
la,2025-12-06,30943,9923,10970,46649.98,27207,28826
tw,2026-06-27,1561585,431255,457759,3956748.1,1335839,1498085
hk,2025-09-13,364139,95593,83119,1755809.83,334128,344810
kh,2026-02-07,107851,26920,29236,187113.61,95989,98666
tw,2025-10-07,1332465,413024,445668,3499429.47,1221073,1246183
cz,2025-07-24,118164,36929,36318,633876.88,92002,99664
hk,2025-09-12,336629,81667,65684,1380897.51,306557,315330
pk,2025-07-10,945583,208204,216698,882587.02,737969,830172
bd,2025-12-20,255450,63537,68847,300885.7,207256,230058
tw,2025-12-20,1420007,492171,531345,4365746.18,1343727,1361429
sg,2025-08-31,279017,84526,87461,1800880.79,255020,256181
hk,2025-08-30,370512,96109,85256,1779467,336447,348717
se,2025-11-27,184358,55227,46514,1378485.94,149443,167767
at,2026-06-10,106315,37812,32093,963032.48,85637,97278
hu,2026-01-27,103463,33188,30032,539112.36,87957,93962
no,2026-01-27,74612,15842,16087,579361.56,65108,68912
mm,2026-01-27,117315,29517,32747,196163.04,104155,108412
tw,2026-02-09,1293355,421395,451192,3579957.59,1200320,1235405
sg,2026-05-18,241487,70512,64777,1272505.49,222188,223449
ph,2025-12-09,1134500,320831,357595,2191246.07,965870,1057620
sg,2025-09-11,234488,63108,61617,1211316.36,214235,215311
bd,2025-10-06,274910,61864,67853,286809.35,217023,245741
kh,2025-10-31,153514,27963,30473,180597.32,96203,100300
sg,2026-03-01,284795,81721,82021,1754546.29,264647,266928
hk,2026-03-01,406597,113179,100656,2056864.41,361027,388396
pk,2026-05-14,1126965,281276,275639,1262910.14,922501,1028707
mm,2026-04-08,141347,34711,38132,260037.6,118199,128616
se,2026-05-29,204288,61687,53742,1664920.61,167501,192310
no,2025-11-16,129602,36089,33707,1200161.9,110015,119750
hk,2025-11-16,392250,110995,97233,1994569.89,359282,371322
la,2025-09-15,33843,9302,10261,39539.98,28708,30395
cz,2025-08-08,122442,38465,37280,681061.97,87024,94904
kh,2025-12-22,91235,22888,24821,143508.21,81543,83442
hu,2025-08-07,125094,38414,34302,608084.04,96183,103259
mm,2026-06-22,135519,33238,35670,247792.6,111547,121058
kh,2026-02-06,109530,26799,29074,176716.49,98039,100548
ph,2026-05-16,1494391,391737,424311,2704177.84,1258292,1375400
my,2026-05-16,1073395,232707,265562,1738552.77,952402,984351
se,2026-04-09,170214,41780,38113,1128008.61,138052,155582
cz,2026-04-09,131724,36996,37057,690042.02,109740,116290
kh,2025-12-25,101922,25304,27543,185347.8,91088,93635
t3,2025-11-04,1774237,590131,354741,3372653.16,1618498,1675740
my,2025-11-04,997484,213914,238384,1396272.87,863275,896359
t3,2025-09-03,1807446,608722,388210,3644830.6,1630453,1705832
hu,2026-02-03,134540,33627,26925,502642.38,105902,124027
at,2026-05-26,91699,31416,26939,816912.04,75593,83425
my,2025-07-14,956260,192195,224545,1305472.45,820881,851313
kh,2025-12-24,95179,23683,25621,155077.93,84462,86041
se,2026-06-09,167419,43816,38813,1138401.57,130028,157374
hu,2025-07-13,118372,34442,31302,577166.88,81695,99387
kh,2025-08-09,138991,27334,29916,183912.29,116132,119932
kh,2026-01-23,108106,27118,29557,183893.66,97729,100237
cz,2026-01-23,154594,47863,46803,908321.94,129197,137810
no,2025-10-21,74809,16364,15534,545127.06,62219,66371
at,2026-02-15,143036,50831,41356,1258521.14,121449,129712
at,2026-05-24,108351,37298,29813,900758.76,91576,98912
no,2025-12-27,78922,18930,18774,711073.5,68041,73043
hu,2025-12-27,95455,26725,23928,494510.81,70398,86045
t3,2025-09-30,1693780,561269,359364,3368088.05,1536885,1598254
mm,2026-01-20,125886,30485,33526,203198.99,110260,116092
hk,2026-01-20,295911,77996,60731,1187492.03,275026,280250
mm,2025-09-05,131708,32128,36342,213663.47,108666,113795
my,2025-09-19,961053,203762,227609,1390381.2,830925,871594
no,2026-05-25,122912,31319,28945,1174424.1,102575,116698
pk,2026-02-16,932498,245291,242751,1073037.62,791620,828370
hk,2025-11-05,310467,79970,62305,1234415.35,282119,288853
t3,2025-07-01,1780914,577190,376337,3417304.56,1564576,1644496
sg,2025-10-13,217426,61660,59611,1160274.8,197436,198421
se,2026-04-01,172425,44478,40181,1172722.15,140108,157064
se,2026-03-20,204637,54448,51548,1655334.42,131829,148287
my,2026-03-20,879041,148006,165415,1250018.58,667405,793308
pk,2026-04-15,1065455,280891,278921,1253393.59,928418,959174
hk,2025-08-11,333651,78629,64695,1248056.3,297272,307703
pk,2026-03-09,874456,216689,215876,995383.72,704885,785300
hk,2026-03-09,310442,81352,64539,1266908.56,285993,292104
se,2026-02-13,214538,62271,53371,1730333.63,180599,197980
kh,2026-02-14,137259,30895,33878,231923.27,122733,126658
hk,2026-02-14,328909,89374,77513,1601870.07,308434,315380
la,2025-07-04,36022,8374,9305,36663.89,27567,30148
t3,2025-07-04,1784067,572523,373799,3452373.07,1542124,1616639
ph,2025-07-04,1265250,318532,359011,2401596.55,1071631,1143020
no,2025-10-26,128211,32998,31037,1109397.48,108884,117992
cz,2026-02-28,128519,40140,39320,811246.16,106659,113936
kh,2026-04-17,125738,27539,28549,183185.44,97737,118275
hk,2026-04-17,331045,85845,67861,1368622.07,296318,312368
ph,2026-03-21,1299345,339992,393403,2548849.06,1118546,1187956
se,2026-06-05,188819,57513,49967,1543139.95,152418,176690
ph,2025-12-28,1237406,334823,369234,2490917.85,1018929,1134298
cz,2026-06-19,141423,44440,43104,843429.48,111605,126963
cz,2025-11-07,141407,44918,43916,824290.85,112363,121359
se,2025-07-28,163139,42243,34602,1007593.01,109412,137347
no,2025-07-03,73437,16919,16165,573162.9,58489,62182
at,2025-07-03,107518,33269,28216,837188.91,81429,87187
se,2025-07-03,161834,44100,36996,1066409.37,120655,136218
ph,2026-02-25,1270911,339298,370429,2330198.73,1126630,1185248
sg,2025-11-22,257635,76079,76079,1582433.32,233016,240650
t3,2025-12-03,1718117,554459,343439,3282886.31,1588304,1638805
sg,2025-12-03,225251,65600,62042,1218067.46,208186,209721
kh,2026-06-01,135344,31467,33915,183805.97,121484,125221
bd,2026-03-07,269802,56095,61559,313386.5,212625,243774
mm,2026-03-07,135149,35802,39562,261775.31,114641,123404
hu,2025-10-29,115309,36250,31688,554441.59,96262,102504
t3,2025-08-13,1792445,494513,387083,3581831.18,1485199,1565752
kh,2025-09-20,142216,27025,29925,198658.04,116254,124752
sg,2025-09-20,250704,77191,79644,1619813.63,231268,232313
mm,2026-04-28,137181,33644,36651,246309.36,112520,125089
bd,2026-01-18,255817,60054,64595,281853.22,217581,235024
la,2026-05-20,37509,7598,8152,34190,31574,34939
hk,2026-05-20,315971,80357,62752,1264565.63,290338,297122
pk,2026-03-06,882178,220018,218847,1037788.26,720339,793632
my,2026-06-02,1018060,225126,256566,1698077.14,873009,937518
pk,2026-06-02,1123504,278404,271493,1268121.03,937876,1011783
pk,2025-10-14,879224,228485,228063,920758.16,754074,789339
pk,2026-01-30,982679,260048,260611,1129410.38,875290,906399
mm,2026-01-30,130178,33220,37010,231734.22,113138,119126
se,2026-03-08,193066,57834,50158,1563917.33,147995,176525
mm,2026-03-08,140887,35932,39668,266769.22,117348,128811
kh,2026-01-31,113492,27673,30208,189960.83,102133,104840
at,2025-07-06,144842,50335,40541,1224835.09,116334,127285
kh,2025-11-20,137333,24394,26455,152499.61,119574,122976
at,2026-03-04,111730,37451,32330,966017.17,93356,99697
no,2026-03-19,76831,16548,17712,705299.45,65991,69584
bd,2026-03-19,261796,45928,58127,328704.38,186111,232250
no,2026-06-28,112014,31594,29105,1152435.41,94058,107017
hk,2026-06-28,404038,107554,95722,2047043.81,354003,385615
hk,2025-10-02,308208,76398,59633,1179449.59,280583,289487
bd,2026-04-12,293785,68142,73958,321708,242885,265291
hk,2025-09-22,370348,80953,64769,1455513.35,328698,349444
hk,2026-03-31,309381,82532,66584,1321900.24,282541,288173
hu,2026-04-11,137478,43076,39596,836110.86,116704,124654
ph,2025-09-21,1354525,339685,386577,2606861.07,1074119,1248814
hk,2025-10-05,386404,101751,89681,1866723.1,351172,366551
my,2026-04-23,936953,217688,251117,1547181.94,842854,868049
my,2026-01-28,839065,202924,233203,1401907.19,763329,785579
at,2025-09-25,95492,34127,28667,850405.88,78116,83586
my,2025-09-25,946799,207514,233622,1399719.22,830600,859506
hk,2026-05-04,317549,81081,63777,1258961.8,290372,299301
se,2026-02-10,150371,40943,36146,1098950.02,121618,137189
tw,2025-08-04,1513031,426040,455811,3840915.48,1344555,1395134
pk,2025-10-30,896157,237580,237063,987922.65,787791,811640
no,2026-05-05,67768,15908,14837,580889.68,59985,63107
tw,2026-05-05,1294517,403967,434894,3485802.48,1203917,1238053
hk,2025-12-07,369822,108258,95785,1984045.08,344868,355692
cz,2025-08-17,119891,34388,35746,690629.85,78540,94309
t3,2026-05-30,1959545,561756,322146,3447162.03,1747089,1883445
my,2026-03-03,810296,170189,189925,1261511.7,699529,750815
no,2026-04-24,81653,21468,20667,857874.83,73824,76727
bd,2026-01-29,267636,63843,68512,304682.87,226328,245096
la,2026-06-12,33885,10478,11616,51097.2,28561,32036
no,2025-09-23,68275,14780,13942,495818.35,57117,61587
at,2026-03-18,100915,30161,30101,900948.76,83069,88621
no,2026-03-18,76104,15429,16411,632258.17,65318,68812
tw,2025-10-18,1630826,510845,558983,4682960.89,1494021,1529606
hk,2025-08-02,408116,89091,74008,1528428.87,331430,382037
no,2025-07-21,68527,15416,14470,512498.97,52797,58512
at,2026-05-06,105683,36734,31676,950725.27,90315,95632
bd,2026-05-06,336853,68393,70531,318968.37,250625,308221
kh,2025-09-27,136951,25988,29015,176793.4,115128,120512
my,2025-12-21,875753,206119,229862,1494047.82,772154,813276
hu,2025-12-21,121496,37638,33450,683126.67,88562,109650
cz,2026-01-26,124623,35922,35688,639851.22,101815,108929
sg,2026-01-26,204911,60101,56470,1119650.19,189751,190145
at,2026-03-14,113503,32399,32453,1038063.37,94171,100981
no,2025-11-14,94102,24346,22847,854908.44,81663,85741
ph,2025-12-20,1305122,355876,395928,2703712.95,1012764,1205481
bd,2026-05-17,299665,67543,72523,324125.77,246183,267587
t3,2025-08-30,1790742,610161,389446,3769101.51,1609358,1687701
mm,2026-01-12,107376,28018,30911,187254.78,94029,98028
sg,2026-03-15,303216,80840,90244,1897591.85,277717,279161
pk,2025-11-27,897632,243366,238770,1018946.4,794652,820965
se,2026-02-09,149083,39023,34604,1049783.47,115745,135535
hk,2026-02-09,298078,80602,64528,1249141.08,276869,282173
my,2026-05-18,941337,202493,231066,1429499.08,840386,864790
t3,2025-09-11,1728387,586621,382658,3554019.33,1565239,1629945
cz,2025-10-31,135997,43023,42123,777604.82,84489,93309
no,2026-04-22,67924,16722,16341,625887.24,60070,63069
tw,2026-04-22,1158964,388243,421029,3253183.2,1088258,1101017
my,2026-04-22,930410,214031,247660,1519972.28,836173,863119
no,2025-12-23,62079,12788,12774,504452.39,52976,56736
my,2026-06-21,1025208,228178,259705,1695337.38,45353,54729
la,2026-01-13,28985,8908,9783,39849.44,25657,27074
la,2026-05-29,36380,10763,12030,53235.76,29511,34149
mm,2026-02-05,120300,31937,35323,217101.92,106273,111037
la,2026-02-05,31581,9585,10559,43488.13,27190,29468
cz,2026-04-08,120120,36089,36079,651158.32,99968,105867
hk,2025-10-20,295723,76012,58668,1177550.46,266525,275064
la,2025-07-12,35765,9200,10310,42537.28,28868,30660
no,2025-09-29,68851,15156,14410,497101.05,57366,62279
tw,2026-01-24,1440983,480557,522407,4328318.45,1363167,1393747
pk,2026-01-24,1018472,272970,276240,1223180.73,906354,946719
kh,2026-01-10,96282,24753,26887,168710.06,87765,90338
my,2026-03-13,886993,173145,211095,1486405.48,718779,782640
no,2025-08-08,77909,18519,17411,650906.14,64420,68569
hu,2026-05-01,137837,37676,34024,732064.39,101093,126547
at,2026-05-01,137242,47383,39246,1204267.22,118418,125959
mm,2026-05-01,137904,32664,35884,251028.01,114053,126653
la,2025-11-01,37300,10350,11595,49633.82,31355,34191
cz,2026-05-16,149683,44833,42989,902164.26,102769,114043
ph,2025-10-08,1233281,319016,357258,2224006.85,1063677,1133606
at,2025-10-08,98271,35512,30201,893604.05,80431,86068
no,2026-05-15,91882,22707,21527,898501.34,81797,85783
mm,2026-04-20,142739,32107,35133,227425.72,112353,131428
kh,2026-04-20,110403,28138,30054,164387.44,97880,102277
at,2025-11-29,119714,43590,35723,1141362.36,100962,108131
